phase,method,model_name,device,dtype,seed,param_count,param_memory_mb,analytic_flops_fwd_ratio,empirical_flops_fwd,calflops_mflops_per_token,prefill_ms_mean,prefill_ms_std,decode_ms_per_token_mean,decode_ms_per_token_std,throughput_tokens_per_s,prompt_len,gen_tokens,batch_size,ppl_wikitext2,ppl_ptb,ppl_c4,ppl_seq_len,ppl_max_tokens,zero_shot_avg,notes
3,actsvd_r0.50,facebook/opt-125m,cuda:0,float16,42,104005632,198.375,0.7502439024390244,26795311104,,11.011003684997558,0.42946394695525786,10.007922458648682,0.04009896315259518,99.920838129178,128,64,1,87.3724594116211,,122.61274719238281,512.0,30000.0,,activation_aware_svd ratio=0.5 ridge=0.01; calib=32x512; replaced=72; param_keep=0.7502
3,actsvd_r0.40,facebook/opt-125m,cuda:0,float16,42,91232256,174.01171875,0.6,23525326848,,10.169275665283203,0.22232458828106022,10.000190448760986,0.14252999439063435,99.99809554866019,128,64,1,192.62156677246094,,555.4547119140625,512.0,30000.0,,activation_aware_svd ratio=0.4 ridge=0.01; calib=32x512; replaced=72; param_keep=0.6000
3,actsvd_r0.30,facebook/opt-125m,cuda:0,float16,42,78458880,149.6484375,0.4497560975609756,20255342592,,9.975671513875325,0.36869170418084196,9.963075828552245,0.0959173609419012,100.37061016179298,128,64,1,580.5359497070312,,2286.5126953125,512.0,30000.0,,activation_aware_svd ratio=0.3 ridge=0.01; calib=32x512; replaced=72; param_keep=0.4498
