phase,method,model_name,device,dtype,seed,param_count,param_memory_mb,analytic_flops_fwd_ratio,empirical_flops_fwd,calflops_mflops_per_token,prefill_ms_mean,prefill_ms_std,decode_ms_per_token_mean,decode_ms_per_token_std,throughput_tokens_per_s,prompt_len,gen_tokens,batch_size,ppl_wikitext2,ppl_ptb,ppl_c4,ppl_seq_len,ppl_max_tokens,zero_shot_avg,notes
4,spectralite_keep0.75,facebook/opt-125m,cuda:0,float16,42,104024832,198.41162109375,0.7504697380307136,26800226304,,10.77920420964559,0.19670379608931984,10.19410262107849,0.10438405110293116,98.09593224344101,128,64,1,3139.700927734375,,4798.61572265625,512.0,30000.0,,spectralite spectral-alloc keep_target=0.7502 achieved=0.7502 lambda=130.000000; ridge=0.01; calib=32x512; replaced=72
4,spectralite_keep0.60,facebook/opt-125m,cuda:0,float16,42,91250688,174.046875,0.6002168021680216,23530045440,,10.700834115346273,0.10451458979430599,10.18342924118042,0.0664640759504848,98.19874782024648,128,64,1,5869.36474609375,,7257.74755859375,512.0,30000.0,,spectralite spectral-alloc keep_target=0.6000 achieved=0.5998 lambda=69.750000; ridge=0.01; calib=32x512; replaced=72
4,spectralite_keep0.45,facebook/opt-125m,cuda:0,float16,42,78465792,149.66162109375,0.44983739837398373,20257112064,,10.359569009145101,0.27688994701761255,10.149608850479126,0.060784263857766536,98.52596437278405,128,64,1,4629.02099609375,,5780.87109375,512.0,30000.0,,spectralite spectral-alloc keep_target=0.4498 achieved=0.4493 lambda=35.750000; ridge=0.01; calib=32x512; replaced=72
