phase,method,model_name,device,dtype,seed,param_count,param_memory_mb,analytic_flops_fwd_ratio,empirical_flops_fwd,calflops_mflops_per_token,prefill_ms_mean,prefill_ms_std,decode_ms_per_token_mean,decode_ms_per_token_std,throughput_tokens_per_s,prompt_len,gen_tokens,batch_size,ppl_wikitext2,ppl_ptb,ppl_c4,ppl_seq_len,ppl_max_tokens,zero_shot_avg,notes
10,dense,facebook/opt-1.3b,cuda:0,float16,42,1315758080,2509.609375,1.0,338815877120,,13.315413284301759,0.19326474599159013,14.039106750488282,0.9900826366401086,71.22960297778346,128,64,1,27.987773895263672,,18.038774490356445,256.0,15000.0,,phase10 dense facebook/opt-1.3b
10,actsvd_r0.50,facebook/opt-1.3b,cuda:0,float16,42,1013768192,1933.609375,0.750091519219036,261506465792,,18.631611633300782,0.39978150323334927,20.268208694458007,0.2167377406213637,49.33835126107779,128,64,1,56.93098068237305,,88.06867980957031,256.0,15000.0,,facebook/opt-1.3b ActSVD gate=False kappa_speed=1.0 replaced=144 gated_dense=0
10,actsvd_gate_r0.50,facebook/opt-1.3b,cuda:0,float16,42,1013768192,1933.609375,0.750091519219036,261506465792,,14.931899579366048,0.11084198621892219,16.32408561706543,0.2186307514361524,61.259173926078034,128,64,1,55.3004035949707,,80.50908660888672,256.0,15000.0,,facebook/opt-1.3b ActSVD gate=True kappa_speed=1.0 replaced=48 gated_dense=96
10,spectralite_rho_k0.75,facebook/opt-1.3b,cuda:0,float16,42,1014159360,1934.35546875,0.750415226086367,261606604800,,19.935914738972983,0.3183550560801015,20.03739013671875,0.34149111038732416,49.9066990849017,128,64,1,60.335968017578125,,96.69911193847656,256.0,15000.0,,facebook/opt-1.3b Spec-ρ gate=False kappa_speed=1.0 keep=0.75 achieved=0.7504 replaced=144 gated_dense=0
10,spectralite_rho_gate_k0.75,facebook/opt-1.3b,cuda:0,float16,42,1000652800,1908.59375,0.7392380177615077,258148925440,,19.716505559285483,0.34933645050636203,19.109263610839843,0.24961889061297218,52.33064027819178,128,64,1,59.71213150024414,,89.93896484375,256.0,15000.0,,facebook/opt-1.3b Spec-ρ gate=True kappa_speed=1.0 keep=0.75 achieved=0.7392 replaced=113 gated_dense=31
