phase,method,model_name,device,dtype,seed,param_count,param_memory_mb,analytic_flops_fwd_ratio,empirical_flops_fwd,calflops_mflops_per_token,prefill_ms_mean,prefill_ms_std,decode_ms_per_token_mean,decode_ms_per_token_std,throughput_tokens_per_s,prompt_len,gen_tokens,batch_size,ppl_wikitext2,ppl_ptb,ppl_c4,ppl_seq_len,ppl_max_tokens,zero_shot_avg,notes
1,dense,facebook/opt-125m,cuda:0,float16,42,125239296,238.875,1.0,32231129088,247.219968,7.213670387268066,0.15415504044557737,7.14000727335612,0.06543537595275979,140.0558797372143,128,64,1,nan,nan,28.740318298339844,512.0,50000.0,,phase1_dense_opt125m_colab_dev; ppl_seq_len may be <2048 for iteration
