phase,method,model_name,device,dtype,seed,param_count,param_memory_mb,analytic_flops_fwd_ratio,empirical_flops_fwd,calflops_mflops_per_token,prefill_ms_mean,prefill_ms_std,decode_ms_per_token_mean,decode_ms_per_token_std,throughput_tokens_per_s,prompt_len,gen_tokens,batch_size,ppl_wikitext2,ppl_ptb,ppl_c4,ppl_seq_len,ppl_max_tokens,zero_shot_avg,notes
6,dense,facebook/opt-125m,cuda:0,float16,42,125239296,238.875,1.0,32231129088,,7.400652821858724,0.21735559723678013,7.425743198394775,0.06571420171149271,134.66665534786745,128,64,1,42.51683044433594,,28.777727127075195,512.0,30000.0,,phase6 same-session dense reference
6,actsvd_ungated_r0.50,facebook/opt-125m,cuda:0,float16,42,104005632,198.375,0.7502439024390244,26795311104,,11.011447525024414,0.47613351351441596,9.981832647323609,0.1131660304014131,100.1820041801769,128,64,1,87.3724594116211,,122.61274719238281,512.0,30000.0,,phase6 ActSVD ungated ratio=0.5 kappa_speed=1.0; replaced=72; gated_dense=0; keep=0.7502; fused_LowRankLinear=True
6,actsvd_gated_r0.50,facebook/opt-125m,cuda:0,float16,42,104005632,198.375,0.7502439024390244,26795311104,,8.751479466756185,0.11387060953496546,8.320081329345703,0.06826063360694656,120.19113280454444,128,64,1,85.84654998779297,,110.6627426147461,512.0,30000.0,,phase6 ActSVD gated ratio=0.5 kappa_speed=1.0; replaced=24; gated_dense=48; keep=0.7502; fused_LowRankLinear=True
6,actsvd_ungated_r0.40,facebook/opt-125m,cuda:0,float16,42,91232256,174.01171875,0.6,23525326848,,10.35318619410197,0.42131782648571725,9.98626093864441,0.07929911094962146,100.13757963506063,128,64,1,192.62156677246094,,555.4547119140625,512.0,30000.0,,phase6 ActSVD ungated ratio=0.4 kappa_speed=1.0; replaced=72; gated_dense=0; keep=0.6000; fused_LowRankLinear=True
6,actsvd_gated_r0.40,facebook/opt-125m,cuda:0,float16,42,91232256,174.01171875,0.6,23525326848,,10.363187217712403,0.4103889242997927,10.019176959991455,0.06310665936035294,99.808597451986,128,64,1,192.62156677246094,,555.4547119140625,512.0,30000.0,,phase6 ActSVD gated ratio=0.4 kappa_speed=1.0; replaced=72; gated_dense=0; keep=0.6000; fused_LowRankLinear=True
6,actsvd_ungated_r0.30,facebook/opt-125m,cuda:0,float16,42,78458880,149.6484375,0.4497560975609756,20255342592,,9.827874183654785,0.4170144796390514,9.993254947662354,0.07753854986849333,100.06749604981532,128,64,1,580.5359497070312,,2286.5126953125,512.0,30000.0,,phase6 ActSVD ungated ratio=0.3 kappa_speed=1.0; replaced=72; gated_dense=0; keep=0.4498; fused_LowRankLinear=True
6,actsvd_gated_r0.30,facebook/opt-125m,cuda:0,float16,42,78458880,149.6484375,0.4497560975609756,20255342592,,9.78831361134847,0.22507103032963766,10.056914043426513,0.05659802042272698,99.43408044276053,128,64,1,580.5359497070312,,2286.5126953125,512.0,30000.0,,phase6 ActSVD gated ratio=0.3 kappa_speed=1.0; replaced=72; gated_dense=0; keep=0.4498; fused_LowRankLinear=True
