phase,method,model_name,device,dtype,seed,param_count,param_memory_mb,analytic_flops_fwd_ratio,empirical_flops_fwd,calflops_mflops_per_token,prefill_ms_mean,prefill_ms_std,decode_ms_per_token_mean,decode_ms_per_token_std,throughput_tokens_per_s,prompt_len,gen_tokens,batch_size,ppl_wikitext2,ppl_ptb,ppl_c4,ppl_seq_len,ppl_max_tokens,zero_shot_avg,notes
2,vanilla_svd_r0.50,facebook/opt-125m,cuda:0,float16,42,104005632,198.375,0.7502439024390244,26795311104,,10.733636283874512,0.15698685760233416,9.75653395652771,0.0391107515900301,102.4954153243058,128,64,1,,,922.3583984375,512.0,30000.0,,vanilla_svd uniform ratio=0.5; replaced=72; param_keep_touched=0.7502
2,vanilla_svd_r0.40,facebook/opt-125m,cuda:0,float16,42,91232256,174.01171875,0.6,23525326848,,9.98188378016154,0.1222238304978697,9.743269872665405,0.0695702861385267,102.63494833551566,128,64,1,,,2953.70263671875,512.0,30000.0,,vanilla_svd uniform ratio=0.4; replaced=72; param_keep_touched=0.6000
2,vanilla_svd_r0.30,facebook/opt-125m,cuda:0,float16,42,78458880,149.6484375,0.4497560975609756,20255342592,,9.598088518778484,0.14088238222034946,9.852417945861816,0.09792014558940898,101.49792725957359,128,64,1,,,6256.07470703125,512.0,30000.0,,vanilla_svd uniform ratio=0.3; replaced=72; param_keep_touched=0.4498
2,vanilla_svd_r0.50,facebook/opt-125m,cuda:0,float16,42,104005632,198.375,0.7502439024390244,26795311104,,10.731417560577393,0.09912342165870716,9.826376342773438,0.0954921298467625,101.76691438603662,128,64,1,,,922.3583984375,512.0,30000.0,,vanilla_svd uniform ratio=0.5; replaced=72; param_keep_touched=0.7502
2,vanilla_svd_r0.40,facebook/opt-125m,cuda:0,float16,42,91232256,174.01171875,0.6,23525326848,,10.05864953994751,0.12307501200901597,9.85806746482849,0.13761831715908365,101.43976023371614,128,64,1,,,2953.70263671875,512.0,30000.0,,vanilla_svd uniform ratio=0.4; replaced=72; param_keep_touched=0.6000
2,vanilla_svd_r0.30,facebook/opt-125m,cuda:0,float16,42,78458880,149.6484375,0.4497560975609756,20255342592,,9.686220868428547,0.17123150837886833,9.779344272613525,0.0814367119894244,102.25634481449241,128,64,1,,,6256.07470703125,512.0,30000.0,,vanilla_svd uniform ratio=0.3; replaced=72; param_keep_touched=0.4498
